0507nV,114.31280490000002,30.52706565,114.307355,30.52948549,114.3182629,30.52465518,114.3128048,30.52706569
0507nV,114.307355,30.52948549,114.31280490000002,30.52706565,114.3128048,30.52706569,114.3182629,30.52465518
0507nV,114.31280490000002,30.52706565,114.307355,30.52948549,114.3182629,30.52465518,114.3128048,30.52706569
0507nV,114.307355,30.52948549,114.31280490000002,30.52706565,114.3128048,30.52706569,114.3182629,30.52465518
0507nV,114.31280490000002,30.52706565,114.307355,30.52948549,114.3182629,30.52465518,114.3128048,30.52706569
0507OP,114.25974009999999,30.57144163,114.26515159999998,30.56897418,114.26515149999999,30.56897422,114.2705635,30.56650955
0507OP,114.26515159999998,30.56897418,114.25974009999999,30.57144163,114.2705635,30.56650955,114.26515149999999,30.56897422
0507OP,114.25974009999999,30.57144163,114.26515159999998,30.56897418,114.26515149999999,30.56897422,114.2705635,30.56650955
0507OP,114.26515159999998,30.56897418,114.25974009999999,30.57144163,114.2705635,30.56650955,114.26515149999999,30.56897422
0507OP,114.25974009999999,30.57144163,114.26515159999998,30.56897418,114.26515149999999,30.56897422,114.2705635,30.56650955
0507OP,114.26515159999998,30.56897418,114.25974009999999,30.57144163,114.2705635,30.56650955,114.26515149999999,30.56897422
0507rP,114.1738165,30.59507515,114.1793452,30.59258013,114.17937509999999,30.59269116,114.1848878,30.59018501
0507rP,114.1793452,30.59258013,114.17378640000001,30.59496415,114.1848878,30.59018501,114.17934509999999,30.59258017
050a0X,114.3197013,30.53712441,114.3252024,30.53471528,114.3251713,30.53473032,114.33068119999999,30.53233094
050a0X,114.3252024,30.53471528,114.31973219999999,30.53710935,114.33068119999999,30.53233094,114.3252023,30.53471532
050a0X,114.31973219999999,30.53710935,114.3252024,30.53471528,114.3252023,30.53471532,114.33068119999999,30.53233094
050a0X,114.3252024,30.53471528,114.31973219999999,30.53710935,114.33068119999999,30.53233094,114.3252023,30.53471532
050a0X,114.31973219999999,30.53710935,114.3252024,30.53471528,114.3252023,30.53471532,114.33068119999999,30.53233094
050a0X,114.3252024,30.53471528,114.31973219999999,30.53710935,114.33068119999999,30.53233094,114.3252023,30.53471532
